data,descricao,valor,tags,subcategoria,categoria
,Nord Pizzaburger,47.6,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,64.5,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,64.6,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,97.5,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger1,73.26,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger2,41.7,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger3,17.8,prazeres,RESTAURANTE: LANCHE,Lazer
,Nossa Senhora Do Ampa,99.63,custos fixos,ALIMENTAÇÃO,Alimentação
,Nova Vereda Restaurant,9.6,prazeres,RESTAURANTE,Lazer
,Nutricionista,470.0,prazeres,SAUDE: CONSULTAS,Saúde
,Nutricionista,100.0,prazeres,SAUDE: CONSULTAS,Saúde
,O Espetto,11.2,prazeres,RESTAURANTE: LANCHE,Lazer
,O Queijao Inoa,131.8,prazeres,RESTAURANTE: LANCHE,Lazer
,Objetiva,19.98,custos fixos,HABITAÇÃO,Moradia
,Ocean Farma,32.83,prazeres,SAUDE: MANIPULAÇÃO,Saúde
,Odara Roupas Ltda 01/05,86.38,conforto,ROUPAS,Moradia
,Odara Roupas Ltda 02/05,86.38,conforto,ROUPAS,Moradia
,Odara Roupas Ltda E(03/05),86.38,conforto,ROUPAS,Moradia
,Odara Roupas Ltda E(04/05),86.38,conforto,ROUPAS,Moradia
,Odara Roupas Ltda E(05/05),86.38,conforto,ROUPAS,Moradia
,Odara Roupas Ltda Ep,78.3,conforto,ROUPAS,Moradia
,Odara Roupas Ltda Ep - Parcela 2/6,78.3,conforto,ROUPAS,Moradia
,Odara Roupas Ltda Ep - Parcela 3/6,78.3,conforto,ROUPAS,Moradia
,Odara Roupas Ltda Ep - Parcela 4/6,78.3,conforto,ROUPAS,Moradia
,Odara Roupas Ltda Epp,-0.08,,,Outros
,Openai,36.19,conforto,ELETRÔNICOS,Moradia
,Openai,37.46,conforto,ELETRÔNICOS,Moradia
,Openai,37.18,conforto,ELETRÔNICOS,Moradia
,Openai,37.06,conforto,ELETRÔNICOS,Moradia
,PADARIARAVICAJU,8.5,custos fixos,ALIMENTAÇÃO,Alimentação
,PES E PATAS,78.9,prazeres,ANIMAIS,Lazer
,PG *YOU YOUROBERT 07/12,155.18,conhecimento,EDUCAÇÃO,Educação
,PG *YOU YOUROBERT 08/12,155.18,conhecimento,EDUCAÇÃO,Educação
,POUPANÇA,700.0,liberdade financeira,INVESTIMENTOS,Outros
,POUPANÇA CASAMENTO,2000.0,metas,CASAMENTO,Outros
,POUPANÇA CASAMENTO,1000.0,metas,CASAMENTO,Outros
,POUPANÇA CASAMENTO,1500.0,metas,CASAMENTO,Outros
,POUPANÇA CASAMENTO,1200.0,metas,CASAMENTO,Outros
,POUPANÇA PESSOAL,1000.0,liberdade financeira,POUPANÇA,Outros
,POUPANÇA PESSOAL,4000.0,liberdade financeira,POUPANÇA,Outros
,PREZUNIC1,64.52,custos fixos,ALIMENTAÇÃO,Alimentação
,PREZUNIC2,82.54,custos fixos,ALIMENTAÇÃO,Alimentação
,PREZUNIC3,89.91,custos fixos,ALIMENTAÇÃO,Alimentação
,Pac Paulista Casarao,128.2,prazeres,VIAGEM,Lazer
,Padaria Confeitaria,4.5,prazeres,RESTAURANTE: LANCHE,Lazer
,Padaria Confeitaria,6.42,prazeres,RESTAURANTE: LANCHE,Lazer
,Padaria Confeitaria,8.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Padaria Confeitaria,9.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Padaria Confeitaria E,9.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Padaria Confeitaria E,17.98,prazeres,RESTAURANTE: LANCHE,Lazer
,Padaria Confeitaria E,18.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Padaria Confeitaria E,22.37,prazeres,RESTAURANTE: LANCHE,Lazer
,Padaria Confeitaria E,5.8,prazeres,RESTAURANTE: LANCHE,Lazer
,Padaria Ravi,12.5,custos fixos,ALIMENTAÇÃO,Alimentação
,Padaria Ravi,9.0,custos fixos,ALIMENTAÇÃO,Alimentação
,"Padaria, Confeitaria",28.53,conforto,RESTAURANTE: CAFETERIA,Lazer
,"Padaria, Confeitaria e",8.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Pag*Studiomatheus - Parcela 2/4,187.5,conforto,ESTÉTICA,Moradia
,Pag*Studiomatheus - Parcela 3/4,187.5,conforto,ESTÉTICA,Moradia
,Pag*Studiomatheus - Parcela 4/4,187.5,conforto,ESTÉTICA,Moradia
,Pag*Tvexpress - Parcela 11/12,21.58,prazeres,LAZER,Lazer
,Pag*Tvexpress - Parcela 12/12,21.58,prazeres,LAZER,Lazer
,Pag*Tvexpress - Parcela 8/12,21.58,prazeres,LAZER,Lazer
,Pag*Tvexpress - Parcela 9/12,21.58,prazeres,LAZER,Lazer
,Pag*laboratoriobless - Parcela 2/3,181.66,prazeres,SAUDE: EXAMES,Saúde
,Pag*laboratoriobless - Parcela 3/3,181.66,prazeres,SAUDE: EXAMES,Saúde
,Pag*produtosuol,29.9,metas,LOJA,Outros
,Pag*tiexamesprodutos,10.69,conhecimento,EDUCAÇÃO,Educação
,Pag*tiexamesprodutos - Parcela 6/10,10.69,conhecimento,EDUCAÇÃO,Educação
,Pag*tiexamesprodutos - Parcela 7/10,10.69,conhecimento,EDUCAÇÃO,Educação
,Pag*tiexamesprodutos - Parcela 8/10,10.69,conhecimento,EDUCAÇÃO,Educação
,Palhete Pizzaria Ltda,208.78,prazeres,RESTAURANTE,Lazer
,Panela Furada,70.51,prazeres,RESTAURANTE,Lazer
,Pao E Etc 24h,73.86,prazeres,RESTAURANTE: LANCHE,Lazer
,Parada Gospel De Mar,40.48,prazeres,RESTAURANTE: LANCHE,Lazer
,Parada Gospel De Mar IFOOD,119.5,prazeres,RESTAURANTE: LANCHE,Lazer
,Paraiso Tropical,6.99,prazeres,RESTAURANTE: LANCHE,Lazer
,Paraiso Tropical,7.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Parc103mister Mona(03/03),92.97,prazeres,ANIMAIS,Lazer
,Parc=103mister Mon01/03,92.97,prazeres,ANIMAIS,Lazer
,Parc=103mister Mon02/03,92.97,prazeres,ANIMAIS,Lazer
,Parc=103mister Monaco M,-0.02,prazeres,ANIMAIS,Lazer
,Passaportes,514.5,metas,VIAGEM,Outros
,Pastelariado,37.0,conforto,RESTAURANTE: DIA A DIA,Lazer
,Pastore Niteroi,21.0,custos fixos,SAUDE: EXAMES,Saúde
,Pastore Niteroi - Parcela 1/12,21.0,custos fixos,SAUDE: EXAMES,Saúde
,Pastore Niteroi - Parcela 2/12,21.0,custos fixos,SAUDE: EXAMES,Saúde
,Pastore Niteroi Niteroi Bra,21.0,custos fixos,SAUDE: EXAMES,Saúde
,Paulo,80.0,conforto,HABITAÇÃO,Moradia
,Paulorenato,24.0,categorizar,DESCONHECIDO,Outros
,Paulorenato,8.0,categorizar,DESCONHECIDO,Outros
,Pb*Bold Snacks - Parcela 10/11,20.7,prazeres,SUPLEMENTAÇÃO,Lazer
,Pb*Bold Snacks - Parcela 11/11,20.7,prazeres,SUPLEMENTAÇÃO,Lazer
,Pb*Bold Snacks - Parcela 3/11,20.7,custos fixos,ALIMENTAÇÃO,Alimentação
,Pb*Bold Snacks - Parcela 4/11,20.7,custos fixos,ALIMENTAÇÃO,Alimentação
,Pb*Bold Snacks - Parcela 5/11,20.7,custos fixos,ALIMENTAÇÃO,Alimentação
,Pb*Bold Snacks - Parcela 6/11,20.7,custos fixos,SUPLEMENTAÇÃO,Alimentação
,Pb*Bold Snacks - Parcela 7/11,20.7,prazeres,SUPLEMENTAÇÃO,Lazer
,Pb*Bold Snacks - Parcela 8/11,20.7,prazeres,SUPLEMENTAÇÃO,Lazer
,Pb*Bold Snacks - Parcela 9/11,20.7,prazeres,SUPLEMENTAÇÃO,Lazer
,Peixaria Menor Preco,28.89,custos fixos,ALIMENTAÇÃO,Alimentação
,Peixaria Menor Preco,23.4,custos fixos,ALIMENTAÇÃO,Alimentação
,Perola Icarai,72.03,categorizar,DESCONHECIDO,Outros
,Perola Icarai,57.26,categorizar,DESCONHECIDO,Outros
,Perola Icarai,25.88,categorizar,DESCONHECIDO,Outros
,Pes E Patas,56.86,prazeres,ANIMAIS,Lazer
,Pes E Patas,5.78,prazeres,ANIMAIS,Lazer
,Pes E Patas,15.6,prazeres,ANIMAIS,Lazer
,Pes E Patas,70.63,prazeres,ANIMAIS,Lazer
,Pes E Patas,37.0,prazeres,ANIMAIS,Lazer
,Pes E Patas,83.95,prazeres,ANIMAIS,Lazer
,Petala - Parcela 10/12,251.8,metas,OBRAS,Outros
,Petala - Parcela 11/12,251.8,metas,OBRAS,Outros
,Petala - Parcela 12/12,251.8,metas,OBRAS,Outros
,Pg *Beleza Na Web Ma - Parcela 2/7,52.3,metas,LOJA,Outros
,Pg *Beleza Na Web Ma - Parcela 3/7,52.3,metas,LOJA,Outros
,Pg *Beleza Na Web Ma - Parcela 4/7,52.3,metas,LOJA,Outros
,Pg *Beleza Na Web Ma - Parcela 5/7,52.3,metas,LOJA,Outros
,Pg *Beleza Na Web Ma - Parcela 6/7,52.3,prazeres,ESTÉTICA,Lazer
,Pg *Beleza Na Web Ma - Parcela 7/7,52.3,prazeres,ESTÉTICA,Lazer
,Pg *Juliana Santana - Parcela 1/3,76.59,categorizar,DESCONHECIDO,Outros
,Pg *Juliana Santana - Parcela 2/3,76.59,metas,LOJA,Outros
,Pg *Juliana Santana - Parcela 3/3,76.59,categorizar,DESCONHECIDO,Outros
,Pg *Nuvem Atacadodebri - Parcela 3/3,43.5,metas,LOJA,Outros
,Pg *Nuvem Lizbijoux - Parcela 2/3,79.44,metas,LOJA,Outros
,Pg *Nuvem Lizbijoux - Parcela 3/3,79.44,conforto,ROUPAS,Moradia
,Pg *Nuvem Sapatosebols - Parcela 2/2,89.95,metas,LOJA,Outros
,Pg *Ton Nanabilit'A,57.0,categorizar,DESCONHECIDO,Outros
,Pg *Ton Patrick Semi,22.0,categorizar,DESCONHECIDO,Outros
,Pg *Ton Ton.Com.Br - Parcela 5/12,26.3,metas,LOJA,Outros
,Pg *Ton Ton.Com.Br - Parcela 6/12,26.3,metas,LOJA,Outros
,Pg *Ton Ton.Com.Br - Parcela 8/12,26.3,metas,LOJA,Outros
,Pg *Ton Ton.Com.Br - Parcela 9/12,26.3,metas,LOJA,Outros
,Pg *Ton Zuzu Fitness - Parcela 1/2,105.0,conforto,ROUPAS,Moradia
,Pg *Ton Zuzu Fitness - Parcela 2/2,105.0,conforto,ROUPAS,Moradia
,Pg *auvp Escola,249.75,conhecimento,EDUCAÇÃO,Educação
,Pg *auvp Escola Goiania Bra,249.75,conhecimento,EDUCAÇÃO,Educação
,Pg *nuvem Pwrdbyc (02/04),60.43,conforto,ROUPAS,Moradia
,Pg *nuvem Pwrdbyc (03/04),60.43,conforto,ROUPAS,Moradia
,Pg *nuvem Pwrdbyc (04/04),60.43,conforto,ROUPAS,Moradia
,Pg *nuvem Pwrdbyc 01/04,60.43,conforto,ROUPAS,Moradia
,Pg *ton Doce Loucura,99.5,prazeres,RESTAURANTE,Lazer
,Pg *you Yourobert (12/12),155.18,conhecimento,EDUCAÇÃO,Educação
,Pg *you Yourobert 11/12,155.18,conhecimento,EDUCAÇÃO,Educação
,Pharmactive Farmacia - Parcela 1/3,174.0,prazeres,SAUDE: MANIPULAÇÃO,Saúde
,Pharmactive Farmacia - Parcela 3/3,174.0,prazeres,SAUDE: MANIPULAÇÃO,Saúde
,Pilares De Marica Su,20.08,custos fixos,ALIMENTAÇÃO,Alimentação
,Pilares De Marica Supe,12.06,custos fixos,ALIMENTAÇÃO,Alimentação
,Pilares De Marica Supe,25.69,custos fixos,ALIMENTAÇÃO,Alimentação
,Pilares De Marica Supe,20.42,custos fixos,ALIMENTAÇÃO,Alimentação
,Pilares De Marica Supe,45.95,custos fixos,ALIMENTAÇÃO,Alimentação
,Pilares De Marica Supe,25.01,custos fixos,ALIMENTAÇÃO,Alimentação
,Pilares de Marica Supe,23.82,custos fixos,ALIMENTAÇÃO,Alimentação
,Pilares de Marica Supe,56.33,custos fixos,ALIMENTAÇÃO,Alimentação
,Pizzaria Do Oliver S,165.77,prazeres,RESTAURANTE,Lazer
,Pizzaria do Oliver S,85.19,prazeres,RESTAURANTE: LANCHE,Lazer
,Pl Distribuidora,10.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Planilha (Cross),100.0,conforto,SAUDE,Saúde
,Popeyes,50.8,prazeres,RESTAURANTE: LANCHE,Lazer
,Popeyes,97.6,prazeres,RESTAURANTE,Lazer
,Popeyes,84.7,prazeres,RESTAURANTE: LANCHE,Lazer
,Portal das Flores,48.0,custos fixos,HABITAÇÃO,Moradia
,Portal das Flores - Parcela 1/2,110.0,custos fixos,HABITAÇÃO,Moradia
,Portal das Flores - Parcela 2/2,110.0,custos fixos,HABITAÇÃO,Moradia
,Pousada Bonita,360.0,conhecimento,EDUCAÇÃO,Educação
,Pousada Bonita,8.0,prazeres,VIAGEM,Lazer
,Pp *Gk Semijoia - Parcela 5/6,84.77,metas,LOJA,Outros
,Pp *Gk Semijoia - Parcela 6/6,84.77,metas,LOJA,Outros
,Pp *Oh My Gold - Parcela 10/10,60.45,metas,LOJA,Outros
,Pp *Oh My Gold - Parcela 3/6,113.45,metas,LOJA,Outros
,Pp *Oh My Gold - Parcela 4/6,113.45,metas,LOJA,Outros
,Pp *Oh My Gold - Parcela 5/6,100.98,metas,LOJA,Outros
,Pp *Oh My Gold - Parcela 5/6,113.45,metas,LOJA,Outros
,Pp *Oh My Gold - Parcela 6/6,100.98,metas,LOJA,Outros
,Pp *Oh My Gold - Parcela 6/6,113.45,metas,LOJA,Outros
,Pp *Oh My Gold - Parcela 7/10,60.45,metas,LOJA,Outros
,Pp *Oh My Gold - Parcela 8/10,60.45,metas,LOJA,Outros
,Pp *Oh My Gold - Parcela 9/10,60.45,metas,LOJA,Outros
,Pratos Débora,80.0,custos fixos,HABITAÇÃO,Moradia
,Produtosuol,33.49,metas,LOJA,Outros
,Produtosuol,22.73,,,Outros
,Produtosuol,29.9,metas,LOJA,Outros
,Progressiva,130.0,conforto,ESTÉTICA,Moradia
,Ps Pet Shop E Servico,31.8,prazeres,ANIMAIS,Lazer
,Psp Construcao,22.0,metas,OBRAS,Outros
,Quero2pay *infoal (02/03),41.64,conhecimento,ELETRÔNICOS,Educação
,Quero2pay *infoal01/03,41.64,conhecimento,ELETRÔNICOS,Educação
,Quero2pay *infoal03/03,41.64,conhecimento,ELETRÔNICOS,Educação
,Quiosque Bay Market C,19.9,prazeres,LAZER,Lazer
,RAPHAELABORBADE ESFIRRA RUSTICA,147.18,prazeres,RESTAURANTE,Lazer
,REDE VAREJAO1,212.06,custos fixos,ALIMENTAÇÃO,Alimentação
,REDE VAREJAO2,217.43,custos fixos,ALIMENTAÇÃO,Alimentação
,RESTAURANTE EL ASSADOR,64.9,prazeres,RESTAURANTE,Lazer
,Ra Deposito,8.0,categorizar,DESCONHECIDO,Outros
,Ra Deposito,14.5,categorizar,DESCONHECIDO,Outros
,Ra Deposito,21.0,prazeres,DESCONHECIDO,Lazer
,Ra Deposito,9.0,categorizar,DESCONHECIDO,Outros
,Ra Deposito,15.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Ração dos cachorros,200.0,prazeres,ANIMAIS,Lazer
,Ração dos gatos,160.0,prazeres,ANIMAIS,Lazer
,Real Farma,31.95,prazeres,SAUDE: MANIPULAÇÃO,Saúde
,Rede Rio Campos Adminis,78.99,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Rede Varejao,48.47,custos fixos,ALIMENTAÇÃO,Alimentação
,Rede Varejao,179.06,custos fixos,ALIMENTAÇÃO,Alimentação
,Rede Varejao,111.91,custos fixos,ALIMENTAÇÃO,Alimentação
,Rede Varejao,72.67,custos fixos,ALIMENTAÇÃO,Alimentação
,Rede Varejao,125.28,custos fixos,ALIMENTAÇÃO,Alimentação
,Rede Varejao,142.24,custos fixos,ALIMENTAÇÃO,Alimentação
,Rede Varejao,160.98,custos fixos,ALIMENTAÇÃO,Alimentação
,Rede Varejao,149.36,custos fixos,ALIMENTAÇÃO,Alimentação
,Registrobr 43116147,40.0,custos fixos,FERRAMENTAS,Moradia
,Renner (02/05),30.58,conforto,ROUPAS,Moradia
,Renner (03/05),30.58,conforto,ROUPAS,Moradia
,Renner (04/05),30.58,conforto,ROUPAS,Moradia
,Renner (05/05),30.58,conforto,ROUPAS,Moradia
,Renner 01/05,30.58,conforto,ROUPAS,Moradia
,Responde Ai,16.9,conhecimento,EDUCAÇÃO,Educação
,Responde Ai - Parcela 3/12,16.9,conhecimento,EDUCAÇÃO,Educação
,Responde Ai - Parcela 4/12,16.9,conhecimento,EDUCAÇÃO,Educação
,Responde Ai - Parcela 5/12,16.9,conhecimento,EDUCAÇÃO,Educação
,Responde Ai Rio De Janeir Bra,16.9,conhecimento,EDUCAÇÃO,Educação
,Restaurajeans,338.97,conforto,ROUPAS,Moradia
,Restaurajeans,30.0,conforto,ROUPAS,Moradia
,Restaurajeans,14.5,conforto,ROUPAS,Moradia
,Restaurajeans,75.8,conforto,ROUPAS,Moradia
,Restaurante Do Alexa,145.75,prazeres,RESTAURANTE,Lazer
,Restaurante Frutos Do,160.67,prazeres,RESTAURANTE,Lazer
,Revisão da moto,300.0,custos fixos,TRANSPORTE: MANUTENÇÃO,Transporte
,Riahcuelo 215 Niteroi,39.8,conforto,ROUPAS,Moradia
,Riopar Participacoes,20.0,categorizar,DESCONHECIDO,Outros
,Riopar Participacoes,18.65,categorizar,DESCONHECIDO,Outros
,Rj Niteroi Plaza S01/06,90.95,prazeres,LAZER,Lazer
,Rj Niteroi Plaza S02/06,90.95,prazeres,LAZER,Lazer
,Rj Niteroi Plaza Sh Ca,-0.1,prazeres,LAZER,Lazer
,Rj Niteroi Plaza Sh(03/06),90.95,prazeres,PRESENTES,Lazer
,Rj Niteroi Plaza Sh(04/06),90.95,prazeres,PRESENTES,Lazer
,Rj Niteroi Plaza Sh(05/06),90.95,prazeres,PRESENTES,Lazer
,Rj Niteroi Plaza Sh(06/06),90.95,prazeres,PRESENTES,Lazer
,Runware.ai,120.04,conforto,FERRAMENTAS,Moradia
,SEGURO DE VIDA,115.0,conforto,DESPESAS PESSOAIS,Moradia
,Scribd Inc *656381205,29.52,conforto,FERRAMENTAS,Moradia
,Scribd Inc *656381205,29.57,conforto,FERRAMENTAS,Moradia
,Seu Antonio,174.67,prazeres,RESTAURANTE,Lazer
,Sheilarodriguesda,28.0,categorizar,DESCONHECIDO,Outros
,Sheilarodriguesda,35.8,categorizar,DESCONHECIDO,Outros
,Shopee *Ablstorerj,20.0,categorizar,DESCONHECIDO,Outros
,Shopee *Arc,85.24,categorizar,DESCONHECIDO,Outros
,Shopee *Azhomepanodepr - Parcela 1/3,77.85,custos fixos,FERRAMENTAS,Moradia
,Shopee *Azhomepanodepr - Parcela 2/3,77.84,custos fixos,FERRAMENTAS,Moradia
,Shopee *Azhomepanodepr - Parcela 3/3,77.84,categorizar,DESCONHECIDO,Outros
,Shopee *Basegeek - Parcela 1/4,78.06,categorizar,DESCONHECIDO,Outros
,Shopee *Basegeek - Parcela 2/4,78.06,categorizar,DESCONHECIDO,Outros
,Shopee *Basegeek - Parcela 3/4,78.06,categorizar,DESCONHECIDO,Outros
,Shopee *Basegeek - Parcela 4/4,78.06,conforto,DESCONHECIDO,Moradia
,Shopee *Jobeatelie - Parcela 1/2,40.9,conforto,ROUPAS,Moradia
,Shopee *Jobeatelie - Parcela 1/7,64.43,categorizar,DESCONHECIDO,Outros
,Shopee *Jobeatelie - Parcela 2/2,40.9,categorizar,DESCONHECIDO,Outros
,Shopee *Jobeatelie - Parcela 2/7,64.37,categorizar,DESCONHECIDO,Outros
,Shopee *Jobeatelie - Parcela 3/7,64.37,categorizar,DESCONHECIDO,Outros
,Shopee *Jobeatelie - Parcela 4/7,64.37,categorizar,DESCONHECIDO,Outros
,Shopee *Jobeatelie - Parcela 5/7,64.37,conforto,DESCONHECIDO,Moradia
,Shopee *Jobeatelie - Parcela 6/7,64.37,conforto,DESCONHECIDO,Moradia
,Shopee *Jobeatelie - Parcela 7/7,64.37,conforto,DESCONHECIDO,Moradia
,Shopee *Lilicacosmetic,44.9,conforto,ESTÉTICA,Moradia
,Shopee *Tokdecor - Parcela 1/3,75.02,custos fixos,HABITAÇÃO,Moradia
,Shopee *Tokdecor - Parcela 2/3,75.01,categorizar,DESCONHECIDO,Outros
,Shopee *Tokdecor - Parcela 3/3,75.01,conforto,DESCONHECIDO,Moradia
,Shopee *hmastonofficia,88.99,conforto,DESCONHECIDO,Moradia
,Shopee *jobeatelie,75.96,categorizar,DESCONHECIDO,Outros
,Shopee *mh1store,89.9,categorizar,DESCONHECIDO,Outros
,Shopee*Shopee Lldecora,19.9,custos fixos,HABITAÇÃO,Moradia
,Soneda Perfumaria,41.98,prazeres,VIAGEM,Lazer
,Sorveteria Sol Neve,18.59,custos fixos,ALIMENTAÇÃO,Alimentação
,Sorveteria Sol Neve,5.45,prazeres,RESTAURANTE: LANCHE,Lazer
,Sorveteria Sol Neve,32.72,prazeres,RESTAURANTE: LANCHE,Lazer
,Sorveteria Sol Neve,29.36,prazeres,RESTAURANTE: LANCHE,Lazer
,Sorveteria Sol Neve,18.87,custos fixos,ALIMENTAÇÃO,Alimentação
,South,139.99,conforto,ROUPAS,Moradia
,South - Parcela 2/3,49.99,conforto,ROUPAS,Moradia
,South - Parcela 2/3,56.66,conforto,ROUPAS,Moradia
,South - Parcela 2/4,127.49,conforto,ROUPAS,Moradia
,South - Parcela 3/3,49.99,conforto,ROUPAS,Moradia
,South - Parcela 3/3,56.66,conforto,ROUPAS,Moradia
,South - Parcela 3/4,127.49,conforto,ROUPAS,Moradia
,South - Parcela 4/4,127.49,conforto,ROUPAS,Moradia
,Sprezunic,69.54,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic,12.12,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic,134.01,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic,76.34,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic,239.48,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 74-ct,9.62,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,38.35,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,267.58,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,131.93,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,158.1,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,63.21,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,336.13,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,103.91,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,24.56,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,66.6,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,107.95,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,219.3,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,84.57,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,68.96,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,42.66,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,38.36,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,147.02,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,21.98,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,28.55,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,258.64,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,268.23,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 745,111.86,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 7451,7.18,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic 7452,128.28,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic1,57.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic2,134.08,custos fixos,ALIMENTAÇÃO,Alimentação
,Sprezunic3,68.18,custos fixos,ALIMENTAÇÃO,Alimentação
,Suenlendasilvafau,33.0,categorizar,DESCONHECIDO,Outros
,Suenlendasilvafau,50.0,categorizar,DESCONHECIDO,Outros
,Sup Princesa Marica,192.6,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica,170.78,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica,40.49,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica,57.37,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica,48.93,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica,172.12,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica,64.53,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica,69.4,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica,160.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica 1,44.65,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica 1,27.93,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica 1,36.95,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica 2,64.74,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica 2,55.89,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica 2,87.68,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica1,44.87,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica2,29.74,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica3,79.74,custos fixos,ALIMENTAÇÃO,Alimentação
,Sup Princesa Marica4,86.8,custos fixos,ALIMENTAÇÃO,Alimentação
,Supermarket,90.62,custos fixos,ALIMENTAÇÃO,Alimentação
,Supermarket,157.72,custos fixos,ALIMENTAÇÃO,Alimentação
,Supermercado Guanaba,25.53,custos fixos,ALIMENTAÇÃO,Alimentação
,Supermercado Padrao,26.77,custos fixos,ALIMENTAÇÃO,Alimentação
,TIO antônio roçar frente do terreno,270.0,conforto,HABITAÇÃO,Moradia
,TIO antônio roçar frente do terreno,300.0,conforto,HABITAÇÃO,Moradia
,TOTALPASS,240.0,custos fixos,SAUDE: ASSINATURA,Saúde
,Tapioca Baiana,21.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Tatamix,70.0,conforto,ROUPAS,Moradia
,Tatianadasilva,110.0,conforto,ROUPAS,Moradia
,Tenisrace,18.0,categorizar,DESCONHECIDO,Outros
,Terapia,350.0,custos fixos,SAUDE: CONSULTAS,Saúde
,Termius Corporation,85.09,conforto,FERRAMENTAS,Moradia
,Termius Corporation,88.41,conforto,FERRAMENTAS,Moradia
,Termius Corporation,85.45,conforto,FERRAMENTAS,Moradia
,Termius Corporation,90.08,conforto,FERRAMENTAS,Moradia
,Thamyres,126.0,categorizar,DESCONHECIDO,Outros
,Tiexamesprodutos  04/12,123.8,conhecimento,EDUCAÇÃO,Educação
,Tiexamesprodutos (05/12),123.8,conhecimento,EDUCAÇÃO,Educação
,Tiexamesprodutos (06/12),123.8,conhecimento,EDUCAÇÃO,Educação
